id;team_fifa_api_id;team_api_id;date;buildUpPlaySpeed;buildUpPlaySpeedClass;buildUpPlayDribbling;buildUpPlayDribblingClass;buildUpPlayPassing;buildUpPlayPassingClass;buildUpPlayPositioningClass;chanceCreationPassing;chanceCreationPassingClass;chanceCreationCrossing;chanceCreationCrossingClass;chanceCreationShooting;chanceCreationShootingClass;chanceCreationPositioningClass;defencePressure;defencePressureClass;defenceAggression;defenceAggressionClass;defenceTeamWidth;defenceTeamWidthClass;defenceDefenderLineClass
356;110569;9836;2015-09-10 00:00:00;51;Balanced;54;Normal;49;Mixed;Organised;49;Normal;52;Normal;52;Normal;Organised;45;Medium;46;Press;58;Normal;Cover
358;180;8284;2015-09-10 00:00:00;47;Balanced;47;Normal;48;Mixed;Organised;32;Safe;61;Normal;65;Normal;Organised;50;Medium;44;Press;52;Normal;Cover
363;181;9938;2014-09-19 00:00:00;60;Balanced;51;Normal;60;Mixed;Organised;52;Normal;55;Normal;38;Normal;Organised;41;Medium;40;Press;52;Normal;Cover
364;181;9938;2015-09-10 00:00:00;60;Balanced;58;Normal;53;Mixed;Organised;55;Normal;49;Normal;45;Normal;Organised;48;Medium;42;Press;53;Normal;Cover
366;467;8372;2014-09-19 00:00:00;62;Balanced;51;Normal;52;Mixed;Organised;60;Normal;55;Normal;64;Normal;Organised;37;Medium;56;Press;49;Normal;Cover
367;467;8372;2015-09-10 00:00:00;62;Balanced;51;Normal;52;Mixed;Organised;59;Normal;55;Normal;52;Normal;Organised;37;Medium;56;Press;49;Normal;Cover
370;110500;9776;2014-09-19 00:00:00;61;Balanced;60;Normal;62;Mixed;Organised;59;Normal;43;Normal;55;Normal;Organised;30;Deep;40;Press;39;Normal;Cover
371;110500;9776;2015-09-10 00:00:00;66;Balanced;44;Normal;54;Mixed;Organised;62;Normal;59;Normal;51;Normal;Free Form;57;Medium;47;Press;53;Normal;Cover
376;1824;9810;2014-09-19 00:00:00;63;Balanced;48;Normal;42;Mixed;Organised;57;Normal;50;Normal;52;Normal;Organised;43;Medium;46;Press;55;Normal;Cover
377;1824;9810;2015-09-10 00:00:00;51;Balanced;41;Normal;38;Mixed;Organised;47;Normal;58;Normal;40;Normal;Organised;48;Medium;42;Press;55;Normal;Cover
382;468;10268;2014-09-19 00:00:00;55;Balanced;47;Normal;69;Long;Organised;53;Normal;54;Normal;57;Normal;Organised;49;Medium;51;Press;58;Normal;Cover
383;468;10268;2015-09-10 00:00:00;51;Balanced;52;Normal;48;Mixed;Organised;53;Normal;54;Normal;57;Normal;Organised;49;Medium;51;Press;58;Normal;Cover
388;1746;8534;2014-09-19 00:00:00;63;Balanced;43;Normal;39;Mixed;Organised;66;Normal;67;Lots;51;Normal;Organised;53;Medium;57;Press;54;Normal;Cover
389;1746;8534;2015-09-10 00:00:00;66;Balanced;43;Normal;36;Mixed;Organised;59;Normal;64;Normal;63;Normal;Organised;46;Medium;66;Press;48;Normal;Cover
394;162;8398;2014-09-19 00:00:00;39;Balanced;47;Normal;40;Mixed;Organised;52;Normal;67;Lots;56;Normal;Organised;47;Medium;55;Press;52;Normal;Cover
399;452;8558;2014-09-19 00:00:00;50;Balanced;52;Normal;44;Mixed;Organised;52;Normal;60;Normal;40;Normal;Organised;37;Medium;40;Press;45;Normal;Cover
400;452;8558;2015-09-10 00:00:00;50;Balanced;52;Normal;44;Mixed;Organised;52;Normal;60;Normal;40;Normal;Free Form;37;Medium;40;Press;45;Normal;Cover
402;10020;7842;2014-09-19 00:00:00;66;Balanced;56;Normal;52;Mixed;Organised;47;Normal;53;Normal;39;Normal;Organised;46;Medium;49;Press;55;Normal;Cover
403;10020;7842;2015-09-10 00:00:00;59;Balanced;56;Normal;52;Mixed;Organised;47;Normal;53;Normal;39;Normal;Organised;46;Medium;49;Press;55;Normal;Cover
409;7;8668;2014-09-19 00:00:00;61;Balanced;34;Normal;42;Mixed;Organised;39;Normal;59;Normal;48;Normal;Organised;52;Medium;58;Press;60;Normal;Cover
410;7;8668;2015-09-10 00:00:00;43;Balanced;45;Normal;40;Mixed;Organised;39;Normal;33;Little;63;Normal;Organised;52;Medium;58;Press;59;Normal;Cover
414;111271;4087;2014-09-19 00:00:00;61;Balanced;51;Normal;44;Mixed;Organised;52;Normal;61;Normal;48;Normal;Organised;47;Medium;56;Press;50;Normal;Cover
415;111271;4087;2015-09-10 00:00:00;58;Balanced;35;Normal;56;Mixed;Organised;52;Normal;61;Normal;51;Normal;Organised;47;Medium;43;Press;50;Normal;Cover
418;1971;10218;2015-09-10 00:00:00;53;Balanced;41;Normal;69;Long;Organised;48;Normal;45;Normal;43;Normal;Organised;29;Deep;41;Press;36;Normal;Cover
424;31;8722;2014-09-19 00:00:00;59;Balanced;53;Normal;57;Mixed;Organised;53;Normal;47;Normal;59;Normal;Organised;57;Medium;46;Press;54;Normal;Cover
425;31;8722;2015-09-10 00:00:00;59;Balanced;47;Normal;65;Mixed;Organised;57;Normal;36;Normal;71;Lots;Organised;42;Medium;56;Press;51;Normal;Cover
426;100626;6631;2015-09-10 00:00:00;39;Balanced;33;Little;62;Mixed;Organised;62;Normal;66;Normal;48;Normal;Organised;51;Medium;58;Press;55;Normal;Cover
431;1915;8674;2014-09-19 00:00:00;48;Balanced;42;Normal;38;Mixed;Organised;57;Normal;59;Normal;45;Normal;Organised;49;Medium;47;Press;53;Normal;Cover
432;1915;8674;2015-09-10 00:00:00;55;Balanced;32;Little;55;Mixed;Organised;57;Normal;59;Normal;54;Normal;Organised;49;Medium;47;Press;53;Normal;Cover
437;236;9773;2014-09-19 00:00:00;52;Balanced;50;Normal;53;Mixed;Organised;56;Normal;66;Normal;68;Lots;Organised;58;Medium;60;Press;60;Normal;Cover
438;236;9773;2015-09-10 00:00:00;70;Fast;50;Normal;53;Mixed;Organised;56;Normal;66;Normal;68;Lots;Organised;58;Medium;60;Press;60;Normal;Cover
443;1903;9908;2014-09-19 00:00:00;50;Balanced;50;Normal;52;Mixed;Organised;55;Normal;49;Normal;52;Normal;Organised;45;Medium;49;Press;47;Normal;Cover
444;1903;9908;2015-09-10 00:00:00;50;Balanced;39;Normal;54;Mixed;Organised;55;Normal;64;Normal;28;Little;Organised;54;Medium;58;Press;47;Normal;Cover
445;286;9824;2015-09-10 00:00:00;53;Balanced;32;Little;56;Mixed;Organised;38;Normal;53;Normal;46;Normal;Organised;42;Medium;33;Contain;58;Normal;Cover
450;894;10243;2014-09-19 00:00:00;62;Balanced;49;Normal;46;Mixed;Organised;47;Normal;50;Normal;54;Normal;Organised;47;Medium;43;Press;56;Normal;Cover
451;894;10243;2015-09-10 00:00:00;62;Balanced;49;Normal;46;Mixed;Organised;47;Normal;50;Normal;54;Normal;Organised;47;Medium;43;Press;56;Normal;Cover
456;246;10235;2014-09-19 00:00:00;54;Balanced;40;Normal;60;Mixed;Organised;48;Normal;67;Lots;50;Normal;Organised;43;Medium;43;Press;40;Normal;Cover
457;246;10235;2015-09-10 00:00:00;50;Balanced;33;Little;48;Mixed;Organised;48;Normal;67;Lots;31;Little;Organised;43;Medium;46;Press;40;Normal;Cover
462;110374;8535;2014-09-19 00:00:00;34;Balanced;54;Normal;33;Short;Organised;68;Risky;51;Normal;53;Normal;Organised;58;Medium;59;Press;67;Wide;Cover
463;110374;8535;2015-09-10 00:00:00;34;Balanced;54;Normal;33;Short;Organised;68;Risky;51;Normal;53;Normal;Organised;58;Medium;59;Press;61;Normal;Cover
468;110636;8194;2014-09-19 00:00:00;72;Fast;69;Lots;57;Mixed;Organised;55;Normal;49;Normal;37;Normal;Organised;47;Medium;48;Press;50;Normal;Cover
469;110636;8194;2015-09-10 00:00:00;47;Balanced;62;Normal;47;Mixed;Organised;55;Normal;68;Lots;55;Normal;Organised;56;Medium;57;Press;52;Normal;Cover
474;25;8358;2014-09-19 00:00:00;39;Balanced;58;Normal;48;Mixed;Organised;55;Normal;33;Little;44;Normal;Free Form;59;Medium;60;Press;39;Normal;Cover
475;25;8358;2015-09-10 00:00:00;59;Balanced;54;Normal;38;Mixed;Organised;55;Normal;44;Normal;45;Normal;Free Form;53;Medium;62;Press;29;Narrow;Cover
478;111657;9891;2015-09-10 00:00:00;63;Balanced;48;Normal;46;Mixed;Organised;51;Normal;50;Normal;50;Normal;Organised;55;Medium;57;Press;47;Normal;Cover
483;144;9879;2014-09-19 00:00:00;52;Balanced;34;Normal;56;Mixed;Organised;58;Normal;41;Normal;54;Normal;Organised;29;Deep;28;Contain;39;Normal;Cover
484;144;9879;2015-09-10 00:00:00;52;Balanced;34;Normal;48;Mixed;Organised;39;Normal;54;Normal;59;Normal;Organised;29;Deep;30;Contain;39;Normal;Cover
489;673;9987;2014-09-19 00:00:00;58;Balanced;52;Normal;38;Mixed;Organised;67;Risky;48;Normal;56;Normal;Organised;47;Medium;45;Press;55;Normal;Cover
490;673;9987;2015-09-10 00:00:00;58;Balanced;52;Normal;38;Mixed;Organised;30;Safe;69;Lots;56;Normal;Organised;36;Medium;57;Press;70;Wide;Cover
495;110556;10233;2014-09-19 00:00:00;64;Balanced;52;Normal;68;Long;Organised;66;Normal;53;Normal;49;Normal;Organised;23;Deep;47;Press;53;Normal;Cover
496;110556;10233;2015-09-10 00:00:00;64;Balanced;52;Normal;68;Long;Organised;66;Normal;45;Normal;23;Little;Organised;27;Deep;47;Press;53;Normal;Cover
501;674;9991;2014-09-19 00:00:00;50;Balanced;55;Normal;37;Mixed;Organised;28;Safe;66;Normal;34;Normal;Organised;55;Medium;59;Press;52;Normal;Cover
502;674;9991;2015-09-10 00:00:00;50;Balanced;55;Normal;37;Mixed;Organised;42;Normal;66;Normal;34;Normal;Organised;49;Medium;54;Press;52;Normal;Cover
507;1860;8305;2014-09-19 00:00:00;35;Balanced;42;Normal;40;Mixed;Organised;58;Normal;42;Normal;52;Normal;Organised;49;Medium;45;Press;47;Normal;Cover
508;1860;8305;2015-09-10 00:00:00;34;Balanced;41;Normal;38;Mixed;Organised;55;Normal;39;Normal;49;Normal;Organised;43;Medium;42;Press;49;Normal;Cover
510;110316;6391;2015-09-10 00:00:00;48;Balanced;53;Normal;52;Mixed;Organised;55;Normal;53;Normal;55;Normal;Organised;42;Medium;46;Press;53;Normal;Cover
513;1888;9764;2014-09-19 00:00:00;65;Balanced;67;Lots;41;Mixed;Organised;54;Normal;47;Normal;46;Normal;Free Form;39;Medium;40;Press;53;Normal;Cover
514;1888;9764;2015-09-10 00:00:00;68;Fast;67;Lots;41;Mixed;Organised;54;Normal;47;Normal;46;Normal;Free Form;39;Medium;40;Press;53;Normal;Cover
519;110744;8569;2015-09-10 00:00:00;52;Balanced;48;Normal;43;Mixed;Organised;52;Normal;37;Normal;50;Normal;Organised;47;Medium;45;Press;40;Normal;Cover
520;100632;6433;2014-09-19 00:00:00;55;Balanced;47;Normal;42;Mixed;Organised;37;Normal;42;Normal;53;Normal;Organised;43;Medium;47;Press;51;Normal;Cover
521;100632;6433;2015-09-10 00:00:00;58;Balanced;38;Normal;64;Mixed;Organised;37;Normal;42;Normal;52;Normal;Organised;43;Medium;47;Press;51;Normal;Cover
522;110565;8019;2015-09-10 00:00:00;41;Balanced;40;Normal;59;Mixed;Organised;41;Normal;44;Normal;54;Normal;Organised;52;Medium;47;Press;50;Normal;Cover
528;110832;7878;2014-09-19 00:00:00;52;Balanced;62;Normal;37;Mixed;Organised;67;Risky;68;Lots;52;Normal;Organised;49;Medium;45;Press;64;Normal;Cover
529;110832;7878;2015-09-10 00:00:00;57;Balanced;50;Normal;59;Mixed;Organised;61;Normal;63;Normal;51;Normal;Organised;48;Medium;45;Press;62;Normal;Cover
534;322;9956;2014-09-19 00:00:00;50;Balanced;60;Normal;54;Mixed;Organised;52;Normal;54;Normal;46;Normal;Organised;36;Medium;43;Press;47;Normal;Cover
535;322;9956;2015-09-10 00:00:00;50;Balanced;60;Normal;54;Mixed;Organised;52;Normal;54;Normal;46;Normal;Organised;36;Medium;43;Press;47;Normal;Cover
542;165;8357;2014-09-19 00:00:00;66;Balanced;60;Normal;38;Mixed;Organised;56;Normal;40;Normal;52;Normal;Organised;49;Medium;48;Press;62;Normal;Cover
543;165;8357;2015-09-10 00:00:00;54;Balanced;60;Normal;53;Mixed;Organised;54;Normal;49;Normal;46;Normal;Organised;48;Medium;56;Press;66;Normal;Cover
547;62;9747;2014-09-19 00:00:00;63;Balanced;58;Normal;48;Mixed;Organised;53;Normal;49;Normal;48;Normal;Organised;43;Medium;47;Press;49;Normal;Cover
548;62;9747;2015-09-10 00:00:00;63;Balanced;37;Normal;58;Mixed;Organised;42;Normal;56;Normal;36;Normal;Organised;49;Medium;47;Press;49;Normal;Cover
553;28;9790;2014-09-19 00:00:00;45;Balanced;61;Normal;58;Mixed;Organised;60;Normal;73;Lots;62;Normal;Organised;45;Medium;32;Contain;63;Normal;Cover
554;28;9790;2015-09-10 00:00:00;42;Balanced;56;Normal;52;Mixed;Organised;62;Normal;58;Normal;47;Normal;Organised;44;Medium;41;Press;49;Normal;Cover
557;184;8429;2015-09-10 00:00:00;48;Balanced;48;Normal;47;Mixed;Free Form;73;Risky;53;Normal;71;Lots;Organised;55;Medium;48;Press;52;Normal;Cover
562;485;9904;2014-09-19 00:00:00;48;Balanced;55;Normal;38;Mixed;Organised;38;Normal;51;Normal;40;Normal;Organised;37;Medium;48;Press;56;Normal;Cover
563;485;9904;2015-09-10 00:00:00;48;Balanced;55;Normal;41;Mixed;Organised;38;Normal;51;Normal;40;Normal;Organised;35;Medium;50;Press;61;Normal;Cover
568;80;9860;2014-09-19 00:00:00;55;Balanced;51;Normal;62;Mixed;Organised;55;Normal;61;Normal;60;Normal;Organised;49;Medium;52;Press;57;Normal;Cover
573;100634;9791;2014-09-19 00:00:00;46;Balanced;55;Normal;32;Short;Organised;48;Normal;58;Normal;59;Normal;Organised;60;Medium;62;Press;47;Normal;Cover
574;100634;9791;2015-09-10 00:00:00;50;Balanced;36;Normal;61;Mixed;Organised;48;Normal;58;Normal;59;Normal;Organised;60;Medium;62;Press;47;Normal;Cover
579;100879;10278;2014-09-19 00:00:00;53;Balanced;47;Normal;54;Mixed;Organised;60;Normal;58;Normal;60;Normal;Organised;50;Medium;52;Press;58;Normal;Cover
584;166;8177;2014-09-19 00:00:00;68;Fast;52;Normal;55;Mixed;Organised;51;Normal;59;Normal;59;Normal;Organised;41;Medium;60;Press;51;Normal;Cover
585;166;8177;2015-09-10 00:00:00;47;Balanced;44;Normal;55;Mixed;Organised;59;Normal;68;Lots;45;Normal;Organised;50;Medium;45;Press;57;Normal;Cover
590;81;10251;2014-09-19 00:00:00;55;Balanced;49;Normal;44;Mixed;Organised;47;Normal;43;Normal;49;Normal;Organised;43;Medium;41;Press;40;Normal;Cover
595;10029;8226;2014-09-19 00:00:00;68;Fast;49;Normal;63;Mixed;Organised;68;Risky;38;Normal;55;Normal;Free Form;56;Medium;57;Press;54;Normal;Cover
596;10029;8226;2015-09-10 00:00:00;69;Fast;49;Normal;53;Mixed;Organised;66;Normal;62;Normal;59;Normal;Organised;63;Medium;61;Press;38;Normal;Cover
601;1952;8667;2014-09-19 00:00:00;56;Balanced;35;Normal;51;Mixed;Organised;54;Normal;60;Normal;48;Normal;Organised;38;Medium;37;Press;46;Normal;Cover
602;1952;8667;2015-09-10 00:00:00;56;Balanced;40;Normal;55;Mixed;Organised;54;Normal;49;Normal;56;Normal;Organised;38;Medium;37;Press;46;Normal;Cover
606;111239;8234;2014-09-19 00:00:00;54;Balanced;59;Normal;47;Mixed;Organised;53;Normal;33;Little;52;Normal;Organised;42;Medium;36;Press;49;Normal;Cover
607;111239;8234;2015-09-10 00:00:00;55;Balanced;51;Normal;46;Mixed;Organised;47;Normal;53;Normal;51;Normal;Organised;37;Medium;48;Press;49;Normal;Cover
612;44;8636;2014-09-19 00:00:00;67;Fast;48;Normal;67;Long;Organised;68;Risky;69;Lots;66;Normal;Organised;23;Deep;57;Press;34;Normal;Cover
613;44;8636;2015-09-10 00:00:00;58;Balanced;69;Lots;54;Mixed;Organised;56;Normal;60;Normal;53;Normal;Organised;47;Medium;49;Press;63;Normal;Cover
617;620;8066;2014-09-19 00:00:00;61;Balanced;49;Normal;59;Mixed;Organised;50;Normal;57;Normal;55;Normal;Organised;43;Medium;41;Press;46;Normal;Cover
618;620;8066;2015-09-10 00:00:00;48;Balanced;47;Normal;32;Short;Organised;57;Normal;48;Normal;69;Lots;Free Form;44;Medium;44;Press;51;Normal;Cover
623;110745;1957;2014-09-19 00:00:00;38;Balanced;54;Normal;38;Mixed;Organised;53;Normal;27;Little;66;Normal;Organised;57;Medium;56;Press;49;Normal;Cover
624;110745;1957;2015-09-10 00:00:00;66;Balanced;54;Normal;38;Mixed;Organised;53;Normal;33;Little;66;Normal;Organised;57;Medium;56;Press;49;Normal;Cover
629;45;9885;2014-09-19 00:00:00;26;Slow;47;Normal;24;Short;Organised;64;Normal;53;Normal;72;Lots;Organised;23;Deep;67;Double;36;Normal;Cover
630;45;9885;2015-09-10 00:00:00;50;Balanced;35;Normal;20;Short;Organised;65;Normal;50;Normal;80;Lots;Organised;35;Medium;65;Press;35;Normal;Cover
635;29;8350;2014-09-19 00:00:00;66;Balanced;48;Normal;53;Mixed;Organised;54;Normal;69;Lots;51;Normal;Organised;47;Medium;47;Press;49;Normal;Cover
636;29;8350;2015-09-10 00:00:00;49;Balanced;54;Normal;52;Mixed;Organised;49;Normal;54;Normal;64;Normal;Organised;41;Medium;51;Press;53;Normal;Cover
640;1832;8295;2014-09-19 00:00:00;56;Balanced;55;Normal;53;Mixed;Organised;53;Normal;46;Normal;49;Normal;Organised;32;Deep;46;Press;37;Normal;Cover
641;1832;8295;2015-09-10 00:00:00;54;Balanced;52;Normal;47;Mixed;Organised;53;Normal;44;Normal;49;Normal;Organised;34;Medium;46;Press;39;Normal;Cover
646;82;8597;2014-09-19 00:00:00;56;Balanced;50;Normal;61;Mixed;Organised;56;Normal;48;Normal;46;Normal;Organised;44;Medium;44;Press;52;Normal;Cover
647;82;8597;2015-09-10 00:00:00;50;Balanced;48;Normal;60;Mixed;Organised;49;Normal;62;Normal;47;Normal;Organised;46;Medium;46;Press;52;Normal;Cover
652;111083;8245;2014-09-19 00:00:00;73;Fast;69;Lots;50;Mixed;Organised;64;Normal;53;Normal;36;Normal;Organised;30;Deep;43;Press;62;Normal;Cover
653;111083;8245;2015-09-10 00:00:00;59;Balanced;69;Lots;50;Mixed;Organised;64;Normal;53;Normal;36;Normal;Organised;30;Deep;43;Press;62;Normal;Cover
658;100081;8571;2014-09-19 00:00:00;42;Balanced;40;Normal;47;Mixed;Organised;37;Normal;67;Lots;30;Little;Organised;46;Medium;45;Press;52;Normal;Cover
659;100081;8571;2015-09-10 00:00:00;42;Balanced;40;Normal;47;Mixed;Organised;37;Normal;67;Lots;30;Little;Organised;46;Medium;45;Press;52;Normal;Cover
664;110724;8203;2014-09-19 00:00:00;52;Balanced;42;Normal;40;Mixed;Organised;47;Normal;53;Normal;50;Normal;Organised;42;Medium;51;Press;52;Normal;Cover
665;110724;8203;2015-09-10 00:00:00;52;Balanced;42;Normal;40;Mixed;Organised;47;Normal;53;Normal;50;Normal;Organised;42;Medium;51;Press;52;Normal;Cover
670;472;8306;2014-09-19 00:00:00;48;Balanced;55;Normal;44;Mixed;Organised;53;Normal;42;Normal;53;Normal;Organised;53;Medium;39;Press;57;Normal;Cover
671;472;8306;2015-09-10 00:00:00;48;Balanced;55;Normal;44;Mixed;Organised;53;Normal;42;Normal;53;Normal;Organised;53;Medium;39;Press;57;Normal;Cover
675;1862;7730;2014-09-19 00:00:00;37;Balanced;55;Normal;49;Mixed;Organised;52;Normal;60;Normal;52;Normal;Organised;46;Medium;44;Press;55;Normal;Cover
680;46;8543;2014-09-19 00:00:00;49;Balanced;69;Lots;54;Mixed;Organised;68;Risky;63;Normal;69;Lots;Organised;59;Medium;53;Press;54;Normal;Cover
681;46;8543;2015-09-10 00:00:00;68;Fast;65;Normal;55;Mixed;Organised;68;Risky;80;Lots;72;Lots;Free Form;59;Medium;66;Press;65;Normal;Cover
686;1738;9746;2014-09-19 00:00:00;46;Balanced;56;Normal;52;Mixed;Organised;49;Normal;54;Normal;52;Normal;Organised;47;Medium;55;Press;52;Normal;Cover
687;1738;9746;2015-09-10 00:00:00;46;Balanced;56;Normal;52;Mixed;Organised;49;Normal;54;Normal;52;Normal;Organised;47;Medium;55;Press;52;Normal;Cover
699;873;2182;2014-09-19 00:00:00;67;Fast;55;Normal;54;Mixed;Organised;56;Normal;62;Normal;67;Lots;Organised;47;Medium;47;Press;63;Normal;Cover
700;873;2182;2015-09-10 00:00:00;57;Balanced;50;Normal;40;Mixed;Free Form;59;Normal;70;Lots;67;Lots;Free Form;50;Medium;58;Press;45;Normal;Cover
705;111091;8030;2014-09-19 00:00:00;62;Balanced;48;Normal;52;Mixed;Organised;50;Normal;63;Normal;52;Normal;Organised;37;Medium;58;Press;63;Normal;Cover
706;111091;8030;2015-09-10 00:00:00;62;Balanced;48;Normal;52;Mixed;Free Form;66;Normal;59;Normal;58;Normal;Organised;51;Medium;58;Press;40;Normal;Cover
711;1871;8673;2014-09-19 00:00:00;54;Balanced;51;Normal;36;Mixed;Free Form;52;Normal;51;Normal;64;Normal;Organised;47;Medium;46;Press;66;Normal;Cover
712;1871;8673;2015-09-10 00:00:00;54;Balanced;47;Normal;36;Mixed;Organised;52;Normal;51;Normal;64;Normal;Free Form;50;Medium;60;Press;58;Normal;Cover
717;95;8197;2014-09-19 00:00:00;63;Balanced;36;Normal;48;Mixed;Organised;47;Normal;62;Normal;69;Lots;Organised;58;Medium;62;Press;54;Normal;Cover
718;95;8197;2015-09-10 00:00:00;63;Balanced;41;Normal;60;Mixed;Organised;47;Normal;64;Normal;46;Normal;Organised;58;Medium;65;Press;55;Normal;Cover
